"area","type","value","CIlow","CIup","period_start","period_end","coverage","data_updated"
"North Hertfordshire","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Hertfordshire","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"North Hertfordshire","R",0.64,0.55,0.7,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"North Kesteven","Cases",57.8,30.3,94.8,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Kesteven","Cases",44.8,23.3,76.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Kesteven","Cases",35.3,13.8,65.4,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Kesteven","Cases",26.7,7.8,55.2,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"North Kesteven","Infections",267.8,181.9,378.2,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"North Kesteven","Infections",206.2,129.6,304.5,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"North Kesteven","Infections",161.3,94.5,251.4,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Kesteven","Infections",124.8,68,212.5,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Kesteven","Infections",97.7,46.7,178,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Kesteven","P(Cases>100)",0.04,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Kesteven","P(Cases>100)",0.01,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Kesteven","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Kesteven","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Kesteven","P(Cases>20)",0.99,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Kesteven","P(Cases>20)",0.97,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Kesteven","P(Cases>20)",0.85,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Kesteven","P(Cases>20)",0.7,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Kesteven","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Kesteven","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Kesteven","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Kesteven","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Kesteven","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Kesteven","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Kesteven","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Kesteven","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Kesteven","P(Cases>50)",0.65,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Kesteven","P(Cases>50)",0.4,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Kesteven","P(Cases>50)",0.18,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Kesteven","P(Cases>50)",0.09,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Kesteven","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Kesteven","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Kesteven","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Kesteven","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Kesteven","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"North Kesteven","R",0.77,0.67,0.85,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"North Lanarkshire","Cases",104.9,76.2,138.5,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Lanarkshire","Cases",83.5,48.3,134.4,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Lanarkshire","Cases",65.6,29.3,128,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Lanarkshire","Cases",53,17.9,130.5,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"North Lanarkshire","Infections",306.4,230.8,402.6,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"North Lanarkshire","Infections",242.8,170.2,342.5,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"North Lanarkshire","Infections",194.9,108.8,327.3,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Lanarkshire","Infections",156.1,69.9,315,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Lanarkshire","Infections",121.6,43.2,301.8,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Lanarkshire","P(Cases>100)",0.62,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Lanarkshire","P(Cases>100)",0.26,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Lanarkshire","P(Cases>100)",0.18,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Lanarkshire","P(Cases>100)",0.12,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Lanarkshire","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Lanarkshire","P(Cases>20)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Lanarkshire","P(Cases>20)",0.99,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Lanarkshire","P(Cases>20)",0.93,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Lanarkshire","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Lanarkshire","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Lanarkshire","P(Cases>200)",0.01,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Lanarkshire","P(Cases>200)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Lanarkshire","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Lanarkshire","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Lanarkshire","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Lanarkshire","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Lanarkshire","P(Cases>50)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Lanarkshire","P(Cases>50)",0.94,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Lanarkshire","P(Cases>50)",0.75,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Lanarkshire","P(Cases>50)",0.54,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Lanarkshire","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Lanarkshire","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Lanarkshire","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Lanarkshire","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Lanarkshire","P(R>1)",0.03,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"North Lanarkshire","R",0.79,0.59,0.99,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"North Lincolnshire","Cases",79.6,50.7,115.7,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Lincolnshire","Cases",70.3,37.9,122.1,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Lincolnshire","Cases",64,29.2,136.5,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Lincolnshire","Cases",59.3,21.6,137.8,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"North Lincolnshire","Infections",253.9,182.9,349.6,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"North Lincolnshire","Infections",233.8,147.7,351,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"North Lincolnshire","Infections",211.2,113.1,376.9,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Lincolnshire","Infections",189.9,88.3,413,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Lincolnshire","Infections",170.7,66.5,449.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Lincolnshire","P(Cases>100)",0.16,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Lincolnshire","P(Cases>100)",0.16,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Lincolnshire","P(Cases>100)",0.15,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Lincolnshire","P(Cases>100)",0.16,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Lincolnshire","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Lincolnshire","P(Cases>20)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Lincolnshire","P(Cases>20)",0.99,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Lincolnshire","P(Cases>20)",0.96,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Lincolnshire","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Lincolnshire","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Lincolnshire","P(Cases>200)",0.01,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Lincolnshire","P(Cases>200)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Lincolnshire","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Lincolnshire","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Lincolnshire","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Lincolnshire","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Lincolnshire","P(Cases>50)",0.95,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Lincolnshire","P(Cases>50)",0.84,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Lincolnshire","P(Cases>50)",0.71,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Lincolnshire","P(Cases>50)",0.62,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Lincolnshire","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Lincolnshire","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Lincolnshire","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Lincolnshire","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Lincolnshire","P(R>1)",0.19,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"North Lincolnshire","R",0.91,0.73,1.12,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"North Norfolk","Cases",16.3,4.8,34.4,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Norfolk","Cases",10.5,1.9,26.8,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Norfolk","Cases",6.7,1,20.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Norfolk","Cases",3.8,0,17.2,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"North Norfolk","Infections",130.3,80.5,197.8,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"North Norfolk","Infections",84.9,50,135.9,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"North Norfolk","Infections",55,28,95.7,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Norfolk","Infections",36.4,17.1,66.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Norfolk","Infections",23.5,9.1,49.4,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Norfolk","P(Cases>100)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Norfolk","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Norfolk","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Norfolk","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Norfolk","P(Cases>20)",0.37,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Norfolk","P(Cases>20)",0.14,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Norfolk","P(Cases>20)",0.06,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Norfolk","P(Cases>20)",0.03,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Norfolk","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Norfolk","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Norfolk","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Norfolk","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Norfolk","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Norfolk","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Norfolk","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Norfolk","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Norfolk","P(Cases>50)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Norfolk","P(Cases>50)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Norfolk","P(Cases>50)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Norfolk","P(Cases>50)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Norfolk","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Norfolk","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Norfolk","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Norfolk","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Norfolk","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"North Norfolk","R",0.64,0.57,0.71,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"North Tyneside","Cases",91.3,64.1,127.7,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Tyneside","Cases",74.3,42.3,117,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Tyneside","Cases",59.2,27.2,112.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Tyneside","Cases",48.5,18.9,100.5,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"North Tyneside","Infections",285.9,210.2,383.1,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"North Tyneside","Infections",231,158,336.5,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"North Tyneside","Infections",186.3,112.2,305.8,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Tyneside","Infections",149.9,75.3,286.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Tyneside","Infections",120.2,50.2,268.9,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Tyneside","P(Cases>100)",0.33,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Tyneside","P(Cases>100)",0.14,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Tyneside","P(Cases>100)",0.09,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Tyneside","P(Cases>100)",0.05,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Tyneside","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Tyneside","P(Cases>20)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Tyneside","P(Cases>20)",0.98,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Tyneside","P(Cases>20)",0.94,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Tyneside","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Tyneside","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Tyneside","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Tyneside","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Tyneside","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Tyneside","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Tyneside","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Tyneside","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Tyneside","P(Cases>50)",0.99,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Tyneside","P(Cases>50)",0.9,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Tyneside","P(Cases>50)",0.67,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Tyneside","P(Cases>50)",0.48,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Tyneside","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Tyneside","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Tyneside","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Tyneside","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Tyneside","P(R>1)",0.01,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"North Tyneside","R",0.8,0.65,0.97,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"North West","Cases",73.3,33.2,152.1,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North West","Cases",51.9,18.8,141.1,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North West","Cases",36.3,9.2,140,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North West","Cases",24.3,4.4,139.7,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"North West","Infections",209.8,141.8,318.8,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"North West","Infections",146.1,79.5,283.4,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"North West","Infections",103.7,38.4,279.4,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North West","Infections",72.2,18.2,290.3,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North West","Infections",50.7,8.7,301.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North West","P(Cases>100)",0.24,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North West","P(Cases>100)",0.14,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North West","P(Cases>100)",0.1,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North West","P(Cases>100)",0.09,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North West","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North West","P(Cases>20)",0.94,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North West","P(Cases>20)",0.78,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North West","P(Cases>20)",0.58,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North West","P(Cases>200)",0.01,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North West","P(Cases>200)",0.01,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North West","P(Cases>200)",0.02,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North West","P(Cases>200)",0.03,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North West","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North West","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North West","P(Cases>300)",0.01,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North West","P(Cases>300)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North West","P(Cases>50)",0.8,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North West","P(Cases>50)",0.52,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North West","P(Cases>50)",0.34,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North West","P(Cases>50)",0.25,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North West","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North West","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North West","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North West","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North West","P(R>1)",0.05,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"North West","R",0.69,0.42,1.05,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"North West Leicestershire","Cases",145.9,94,215.2,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North West Leicestershire","Cases",125.3,68.5,211.3,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North West Leicestershire","Cases",107.7,49.2,211.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North West Leicestershire","Cases",93,32.3,212.3,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"North West Leicestershire","Infections",457,320.1,658.8,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"North West Leicestershire","Infections",392.5,249,614.5,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"North West Leicestershire","Infections",335.7,182.8,607.2,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North West Leicestershire","Infections",285.4,131.1,608.6,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North West Leicestershire","Infections",241.1,93.7,620,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North West Leicestershire","P(Cases>100)",0.93,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North West Leicestershire","P(Cases>100)",0.75,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North West Leicestershire","P(Cases>100)",0.58,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North West Leicestershire","P(Cases>100)",0.44,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North West Leicestershire","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North West Leicestershire","P(Cases>20)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North West Leicestershire","P(Cases>20)",1,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North West Leicestershire","P(Cases>20)",0.98,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North West Leicestershire","P(Cases>200)",0.09,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North West Leicestershire","P(Cases>200)",0.07,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North West Leicestershire","P(Cases>200)",0.07,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North West Leicestershire","P(Cases>200)",0.07,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North West Leicestershire","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North West Leicestershire","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North West Leicestershire","P(Cases>300)",0.01,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North West Leicestershire","P(Cases>300)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North West Leicestershire","P(Cases>50)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North West Leicestershire","P(Cases>50)",0.99,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North West Leicestershire","P(Cases>50)",0.95,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North West Leicestershire","P(Cases>50)",0.85,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North West Leicestershire","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North West Leicestershire","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North West Leicestershire","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North West Leicestershire","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North West Leicestershire","P(R>1)",0.09,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"North West Leicestershire","R",0.85,0.68,1.05,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Northampton","Cases",77.3,48.4,118.6,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Northampton","Cases",56,27.5,103,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Northampton","Cases",39.1,14.7,89.2,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Northampton","Cases",28,7.1,79.9,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Northampton","Infections",208.6,158.3,274.2,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Northampton","Infections",148.6,99.7,221.1,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Northampton","Infections",105.2,55.5,193.4,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Northampton","Infections",75,30.7,170.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Northampton","Infections",54,17.3,152.3,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Northampton","P(Cases>100)",0.17,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Northampton","P(Cases>100)",0.06,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Northampton","P(Cases>100)",0.03,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Northampton","P(Cases>100)",0.02,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Northampton","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Northampton","P(Cases>20)",0.99,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Northampton","P(Cases>20)",0.87,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Northampton","P(Cases>20)",0.69,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Northampton","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
